#Cidade;População;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias);LOF_2014_ABS;LOF_2014_REL;LOF_2014_REL_NOR;LOF_2014_SUA;LOF_2014_SUA_NOR
SÃO NICOLAU - RS;5762.0;660238.90;0.00;0.00;2828437.22;0.00;0.00;0.00;702415.67;1389208.97;3482713.24;0.00;3330494.66;92294.39;0.00;159346.71;1052170.91;12739.46;190197.66;0.00;481088.63;0.00;0.00;0.00;0.00;91718.65;568162.29;1258.30;826725.78;0.00;1.30;1.40;1.62;1.05;1.08
AMATURÁ - AM;10644.0;671880.70;0.00;0.00;3151545.51;0.00;0.00;0.00;802412.20;0.00;4035489.82;0.00;8532977.71;3255.00;119304.67;2719471.95;0.00;0.00;0.00;0.00;68617.80;0.00;0.00;0.00;0.00;0.00;447931.15;121788.72;136332.51;0.00;1.02;1.05;1.22;1.10;1.23
ANORI - AM;18826.0;1468833.20;0.00;0.00;3980816.36;0.00;898560.60;0.00;1232170.85;0.00;6324023.40;0.00;8961355.88;242689.59;77309.66;4683904.68;0.00;255516.12;0.00;0.00;484379.94;0.00;0.00;0.00;0.00;176967.95;0.00;228702.93;900367.85;0.00;1.09;1.05;1.32;1.30;1.31
BOCA DO ACRE - AM;33148.0;1952851.73;0.00;0.00;8517141.59;0.00;0.00;0.00;1106135.52;0.00;10747177.37;0.00;20388605.73;726955.50;0.00;4230119.79;0.00;36102.36;0.00;0.00;384251.22;0.00;0.00;0.00;0.00;721688.61;1487176.04;0.00;1250091.20;0.00;1.05;0.99;1.09;1.12;1.16
CARAUARI - AM;27645.0;1855199.53;0.00;0.00;6141249.31;0.00;0.00;0.00;3133492.55;1139293.70;8530854.75;0.00;22967624.44;499870.67;0.00;3374711.85;0.00;432999.77;454673.09;0.00;813064.48;0.00;0.00;0.00;0.00;0.00;781694.49;460202.30;440280.48;17179.33;1.04;1.00;1.05;0.98;1.02
SÃO SEBASTIÃO DO UATUMÃ - AM;12451.0;1021227.93;0.00;0.00;3994372.05;0.00;0.00;0.00;763904.31;0.00;3876515.28;0.00;5925749.96;262948.57;0.00;3036664.92;0.00;2298196.00;329755.35;0.00;364896.83;0.00;0.00;0.00;0.00;0.00;0.00;299404.50;156993.93;0.00;1.44;1.35;1.24;1.03;1.02
BORBA - AM;38688.0;2593425.37;0.00;0.00;5737475.00;0.00;382364.00;0.00;1674468.20;0.00;12161515.25;0.00;33687392.99;1403056.76;0.00;17284751.30;0.00;194266.12;0.00;0.00;1149634.48;0.00;0.00;0.00;0.00;0.00;24700.00;1434119.58;965136.87;836635.87;1.47;1.54;1.33;1.25;1.19
CODAJÁS - AM;26242.0;1603934.07;0.00;0.00;6248955.20;0.00;0.00;0.00;626460.46;0.00;7218851.24;0.00;11094635.25;547929.37;0.00;3022139.31;0.00;0.00;178053.26;0.00;868975.61;0.00;0.00;0.00;353131.37;32718.00;456674.40;352239.46;769299.67;0.00;1.06;1.08;1.56;1.09;1.08
JAPURÁ - AM;5599.0;1003578.48;0.00;0.00;9034454.02;0.00;0.00;0.00;822796.89;0.00;4215595.80;0.00;11103984.86;0.00;0.00;1639442.07;0.00;622252.76;0.00;0.00;375616.10;0.00;0.00;0.00;97344.74;0.00;1174853.85;565478.47;381687.55;0.00;1.26;1.40;1.73;1.20;1.22
BARRA DO MENDES - BA;14540.0;1026381.89;0.00;0.00;3564631.79;0.00;0.00;0.00;609638.92;0.00;6112123.63;0.00;12278077.92;801869.04;20062.71;1591368.11;0.00;171242.05;45010.00;0.00;211696.46;0.00;0.00;0.00;25865.00;0.00;862944.92;371362.98;338528.62;0.00;0.99;0.97;1.04;1.12;1.16
NOVA PALMA - RS;6579.0;464238.64;0.00;0.00;2901445.17;0.00;0.00;0.00;531959.66;848342.95;6017867.76;0.00;3599483.64;302499.26;0.00;1057901.75;98491.30;49478.23;5798.74;0.00;836253.43;0.00;0.00;38226.91;32537.66;0.00;2033473.02;83192.89;899348.86;1606348.67;1.35;1.30;1.28;1.02;1.05
PITANGUEIRAS - SP;37860.0;2531617.88;0.00;543197.63;6398721.84;0.00;2280600.22;0.00;3106577.06;2300515.58;19799721.94;0.00;26175699.68;1922068.42;0.00;4715489.36;0.00;4765332.31;698408.80;0.00;101534.36;0.00;404.61;4394.09;0.00;0.00;0.00;995151.20;2303678.96;3830882.65;1.11;1.24;1.23;1.12;1.12
RESTINGA SECA - RS;16345.0;925592.18;0.00;0.00;6204777.24;0.00;26554.94;0.00;879764.22;253261.81;7420466.73;0.00;9323197.90;142524.03;0.00;3899744.41;101499.31;62126.04;808818.35;0.00;879758.91;0.00;419749.21;416238.55;0.00;0.00;0.00;772499.88;3234833.63;2175347.67;1.40;1.36;1.44;1.04;1.05
SERRA GRANDE - PB;3067.0;523991.15;0.00;0.00;2740881.55;0.00;0.00;0.00;617968.67;0.00;2768797.90;0.00;2887954.19;115031.19;0.00;165000.00;0.00;0.00;58773.36;0.00;288285.00;0.00;0.00;298953.89;0.00;0.00;19295.00;105088.23;167775.49;0.00;1.01;1.05;1.40;1.01;1.02
PIANCÓ - PB;15929.0;940413.20;0.00;0.00;2063097.47;0.00;0.00;0.00;1375959.93;0.00;21960715.46;0.00;10591332.76;1227674.94;0.00;2168221.39;0.00;0.00;80.00;0.00;605499.65;0.00;0.00;1880.00;0.00;0.00;0.00;7167.00;2291226.59;0.00;1.62;1.54;1.71;1.00;1.01
MANOEL VIANA - RS;7347.0;731036.38;0.00;0.00;5451338.90;0.00;0.00;0.00;407609.29;0.00;4002737.89;0.00;3919194.52;25674.84;0.00;256567.77;1710.00;0.00;27412.20;0.00;487544.09;0.00;0.00;93215.93;0.00;0.00;262705.25;337980.61;841225.13;0.00;1.18;1.15;1.38;1.01;1.03
BRUMADO - BA;69022.0;4366930.77;391815.41;0.00;8260198.80;0.00;100241.52;0.00;3946471.66;0.00;42567955.20;0.00;40754366.34;2202600.31;0.00;16423443.55;0.00;332943.48;0.00;0.00;1623425.25;0.00;0.00;260696.08;0.00;12583.32;654451.06;1325048.74;1736928.58;0.00;1.09;1.08;1.04;1.07;1.12
PRIMAVERA - PE;14358.0;0.00;468231.07;0.00;2630695.21;0.00;0.00;0.00;1554959.01;901917.17;5858707.20;0.00;9980874.83;2376864.12;0.00;4198713.40;0.00;96877.22;134160.74;0.00;279077.16;0.00;0.00;294800.94;0.00;118563.89;30100.00;118961.02;181371.62;0.00;1.29;1.36;1.74;1.12;1.10
ARAGUATINS - TO;33963.0;1294186.06;0.00;0.00;4694452.81;0.00;0.00;0.00;2402947.03;472415.37;12320936.69;0.00;16289809.58;77424.77;0.00;1579950.10;0.00;2339307.11;1605975.74;0.00;230699.44;0.00;0.00;0.00;0.00;579687.09;93170.76;1040721.70;121861.83;0.00;1.16;1.08;1.24;1.03;1.05
VOTUPORANGA - SP;90508.0;4080504.27;0.00;0.00;24108636.82;0.00;0.00;0.00;10661643.17;485815.71;46786115.47;0.00;56022998.82;2684001.72;404496.56;17308081.84;987807.07;11817477.40;9449974.27;0.00;768532.45;0.00;1326997.28;1437272.15;0.00;0.00;3594487.65;5930227.07;10033754.27;7945646.97;1.12;1.25;1.32;1.11;1.12
CAPOEIRAS - PE;20000.0;1179646.74;0.00;0.00;5214994.88;0.00;0.00;0.00;1043901.20;4104753.87;11823293.50;0.00;18196635.93;790508.59;0.00;3714034.07;0.00;77853.41;0.00;0.00;1265450.79;0.00;0.00;22688.00;0.00;0.00;149235.87;16680.00;1269361.69;0.00;1.12;1.14;1.08;1.00;1.02
PRADÓPOLIS - SP;19450.0;1560343.27;0.00;0.00;5464723.28;0.00;188930.42;0.00;2690965.15;115747.89;11930046.07;0.00;23382294.30;149490.93;63892.30;4265782.33;0.00;1301979.67;335449.20;0.00;0.00;0.00;0.00;0.00;261288.47;757730.86;1304770.61;1941638.71;1486130.36;0.00;1.00;1.10;1.54;1.27;1.33
COLORADO DO OESTE - RO;19001.0;1430015.50;0.00;0.00;7380979.48;0.00;0.00;0.00;1845481.27;0.00;9832286.05;0.00;8996189.32;45803.50;0.00;0.00;0.00;0.00;20080.00;0.00;112700.00;0.00;0.00;0.00;0.00;153083.98;3144567.63;242868.39;1177077.74;0.00;1.17;1.12;1.21;1.22;1.19
ROSÁRIO DO SUL - RS;40798.0;2992204.71;48340.87;0.00;15550373.72;0.00;1534.58;0.00;1796909.75;7175862.34;11747516.47;8304.36;14986811.20;424097.71;5000.00;2559678.32;46161.14;0.00;1807400.08;0.00;1005614.79;0.00;5403.58;253630.77;0.00;0.00;336.00;1157620.12;2202767.84;7463775.16;1.49;1.31;1.16;1.07;1.09
URUCARÁ - AM;17264.0;1513074.46;0.00;0.00;6220252.75;0.00;26400.00;0.00;1982227.30;796835.92;6904512.08;0.00;13238732.24;1046245.53;0.00;3204529.20;0.00;979082.75;132835.31;0.00;1822636.23;0.00;0.00;0.00;0.00;0.00;0.00;695302.92;150995.42;0.00;1.09;1.14;1.17;1.11;1.07
PÉ DE SERRA - BA;14474.0;906958.49;0.00;0.00;3522370.14;0.00;0.00;0.00;954376.34;0.00;5452068.27;0.00;12789235.68;594007.24;0.00;2669907.41;0.00;5564.00;0.00;0.00;132664.00;0.00;0.00;0.00;0.00;0.00;47851.60;182819.21;0.00;0.00;1.00;0.98;0.99;1.00;1.00
ARANDU - SP;6343.0;665052.85;0.00;0.00;2690881.73;0.00;0.00;0.00;761175.78;1384268.89;5657742.54;0.00;5200780.14;368683.54;0.00;3228764.80;0.00;0.00;21925.00;0.00;374459.14;0.00;0.00;0.00;0.00;0.00;0.00;1576711.52;328054.31;1232864.86;1.30;1.27;1.53;1.07;1.10
GASTÃO VIDIGAL - SP;4534.0;497224.66;0.00;0.00;1807061.63;0.00;0.00;0.00;764977.56;955151.44;3074260.56;0.00;2545103.30;47277.21;0.00;1221394.89;0.00;0.00;248500.00;0.00;426226.24;0.00;0.00;2000.00;0.00;0.00;497053.09;256333.52;485852.12;1096500.26;1.16;1.16;1.21;1.02;1.03
IBIRAJUBA - PE;7719.0;662134.96;0.00;0.00;2919405.17;0.00;0.00;0.00;893893.58;1043618.43;4876265.90;0.00;6803558.33;424642.60;0.00;1062751.04;0.00;45002.89;0.00;0.00;440687.08;0.00;0.00;0.00;0.00;0.00;236071.31;505745.03;0.00;0.00;1.01;1.06;1.12;1.05;1.02
BOSSOROCA - RS;6912.0;651069.73;0.00;0.00;4063556.93;0.00;0.00;0.00;858973.58;1686447.26;4388350.64;0.00;5714648.65;79174.57;0.00;786280.52;0.00;28651.94;0.00;0.00;266672.19;0.00;0.00;2178.00;0.00;0.00;386280.57;19186.66;856115.06;2282734.70;1.32;1.28;1.23;1.00;1.02
LAVRAS - MG;99229.0;3609975.32;2972932.15;0.00;21909759.95;63886.85;392894.92;0.00;4705995.54;9911743.95;78992013.86;0.00;50903111.38;3567237.40;0.00;5566703.38;0.00;0.00;7041158.48;0.00;1143227.67;0.00;0.00;0.00;0.00;2925041.64;0.00;594509.26;6703030.40;0.00;1.25;1.16;1.46;1.30;1.29
TUNEIRAS DO OESTE - PR;8873.0;0.00;94174.60;0.00;2933157.59;23839.07;0.00;0.00;1094108.54;0.00;6427100.17;68316.61;5886744.73;0.00;0.00;1332450.24;0.00;102092.17;229625.97;0.00;457711.07;0.00;78362.65;35630.14;0.00;0.00;2102538.13;226412.59;85885.08;0.00;1.09;1.04;1.28;1.25;1.23
RIBEIRÃO - PE;46433.0;0.00;282059.35;0.00;13667711.83;0.00;44031.15;0.00;2992000.69;5991779.87;15952019.24;449287.44;28901120.91;43224.80;0.00;2744213.76;0.00;253140.47;254428.95;0.00;759119.59;0.00;0.00;0.00;0.00;0.00;0.00;1139918.96;1013948.73;0.00;1.13;1.08;1.13;1.25;1.22
COROADOS - SP;5685.0;459756.39;0.00;0.00;2679581.53;0.00;0.00;0.00;1140883.98;0.00;4834246.11;0.00;4268390.35;88300.86;0.00;1881038.06;0.00;0.00;0.00;0.00;64248.63;0.00;4926.50;0.00;0.00;0.00;754547.84;195732.55;188363.55;0.00;1.02;1.03;1.10;1.01;1.02
NOVA LARANJEIRAS - PR;11988.0;0.00;0.00;0.00;3132183.69;0.00;128783.94;0.00;1112255.32;4320.27;6915984.52;0.00;5971390.23;440637.07;0.00;3190912.39;47319.44;22733.38;569054.50;0.00;1188777.80;0.00;11411.22;0.00;0.00;0.00;2553850.91;195371.59;896198.71;0.00;1.20;1.09;1.22;1.10;1.07
FERNANDÓPOLIS - SP;67836.0;3601482.07;0.00;0.00;18703979.46;0.00;508478.58;0.00;6670727.92;9431336.17;32514516.63;0.00;35551118.75;1191964.58;0.00;14891372.37;0.00;0.00;945574.96;153177.99;1031758.69;0.00;209918.07;0.00;0.00;0.00;1953146.52;1689899.09;0.00;13487478.10;1.14;1.09;1.14;1.30;1.23
BOM SUCESSO DE ITARARÉ - SP;3802.0;587880.00;0.00;0.00;2269592.30;0.00;0.00;0.00;773380.59;0.00;2760609.36;0.00;3849531.40;27690.27;0.00;1069057.13;0.00;0.00;0.00;0.00;637250.68;0.00;0.00;96094.49;0.00;0.00;1025298.36;137373.15;0.00;0.00;1.04;1.06;1.16;1.05;1.05
IBATÉ - SP;33178.0;1236466.33;937645.72;0.00;3707226.88;0.00;1206957.22;0.00;2372453.80;3318725.44;20455273.94;0.00;23417425.34;1124727.46;0.00;5323939.53;60957.65;3133077.41;215896.22;0.00;242766.09;0.00;0.00;26277.21;0.00;0.00;0.00;897327.58;3727943.49;0.00;1.17;1.19;1.38;1.12;1.12
MISSAL - PR;10830.0;0.00;0.00;0.00;3519921.52;0.00;0.00;0.00;1819689.20;0.00;8352654.81;0.00;8858466.52;290490.53;0.00;3763025.08;0.00;582740.64;103404.68;0.00;3283782.96;0.00;821726.78;891401.75;15092.42;0.00;5549841.29;506735.55;1337995.92;0.00;1.34;1.15;1.48;1.16;1.14
NAZARÉ PAULISTA - SP;17625.0;1329132.89;0.00;0.00;4384404.68;0.00;81933.20;0.00;1520738.61;0.00;10985452.76;0.00;13151522.40;157169.45;0.00;2454762.37;0.00;0.00;0.00;0.00;230443.02;0.00;0.00;275287.38;0.00;0.00;4238702.44;151114.72;1243564.83;0.00;1.15;1.06;1.20;1.03;1.05
TEOLÂNDIA - BA;15079.0;1027270.84;0.00;0.00;2503638.18;0.00;0.00;0.00;564402.65;0.00;6776415.43;0.00;15138676.53;0.00;0.00;5327276.21;52752.38;0.00;0.00;0.00;221673.19;0.00;0.00;0.00;0.00;0.00;0.00;225770.40;0.00;0.00;1.10;1.21;1.21;1.12;1.11
CANUDOS DO VALE - RS;1834.0;437151.43;0.00;0.00;2972140.44;0.00;0.00;0.00;149602.56;0.00;2290753.01;0.00;2553859.36;116776.00;0.00;0.00;0.00;55792.49;98052.08;0.00;615058.43;0.00;0.00;8399.25;0.00;56651.63;819858.77;10441.60;0.00;0.00;1.07;1.20;1.36;1.16;1.19
BOM CONSELHO - PE;47520.0;2040402.47;0.00;0.00;5670421.83;0.00;0.00;0.00;1987152.23;6016180.25;20145493.84;0.00;26046760.90;959890.30;0.00;8273341.99;0.00;1549688.45;0.00;0.00;3282411.81;0.00;0.00;0.00;0.00;0.00;121680.00;14575.40;33507.08;7654962.67;1.27;1.14;1.09;1.01;1.09
MANARI - PE;19910.0;1145446.79;0.00;0.00;4245051.72;0.00;0.00;0.00;2855403.31;1890639.57;6336353.77;0.00;18231827.88;482360.54;0.00;872844.43;0.00;0.00;0.00;0.00;956700.84;0.00;0.00;0.00;0.00;0.00;219796.32;7900.00;1454661.43;0.00;1.18;1.15;1.26;0.98;1.02
CHORROCHÓ - BA;11484.0;884709.99;31120.00;0.00;5459393.61;0.00;0.00;0.00;628907.62;0.00;5591106.83;0.00;10129836.50;52890.00;0.00;987998.12;0.00;332788.24;0.00;0.00;127842.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.93;0.00;1.03;1.01;1.02;1.16;1.08
SÃO GABRIEL DO OESTE - MS;24515.0;3245854.03;0.00;0.00;8670757.27;0.00;0.00;0.00;3650138.60;0.00;39646708.43;0.00;20974340.10;1391852.45;0.00;9959333.98;0.00;6276042.09;47522.00;0.00;1496916.46;0.00;0.00;213259.10;0.00;0.00;2234872.01;1023521.82;2112750.98;0.00;1.34;1.40;1.49;1.03;1.05
BRUNÓPOLIS - SC;2690.0;579000.00;0.00;0.00;1921820.86;0.00;20895.31;0.00;767060.14;0.00;3009784.13;0.00;2672934.87;13645.60;0.00;1762101.97;14629.49;468461.70;0.00;0.00;507238.97;0.00;0.00;0.00;0.00;0.00;779772.96;67611.05;130700.41;0.00;1.02;1.10;1.22;1.05;1.04
CATANDUVAS - PR;10463.0;0.00;0.00;0.00;2894382.08;0.00;0.00;0.00;1346562.10;0.00;4207622.10;0.00;6089879.60;709486.84;0.00;3527997.75;0.00;0.00;5058.60;0.00;1170419.87;0.00;0.00;0.00;0.00;0.00;1379696.95;81066.63;736377.03;1030219.65;1.27;1.29;1.47;1.10;1.05
SÃO FRANCISCO DE ASSIS - RS;19556.0;1440657.92;0.00;0.00;10189408.84;0.00;2945.92;0.00;416778.47;2378846.14;8374777.90;69759.88;8713464.19;148575.39;0.00;74815.94;63837.77;177872.92;360204.35;0.00;919459.19;0.00;501255.64;0.00;0.00;379507.67;2685844.45;432324.19;898322.00;3080881.76;1.29;1.21;1.23;1.05;1.09
ILHÉUS - BA;182350.0;10069513.02;9067439.34;0.00;53040299.90;0.00;0.00;0.00;7669472.65;0.00;76762281.19;0.00;79879564.74;1341311.58;0.00;4939721.53;0.00;9966070.68;3354105.21;0.00;556150.50;0.00;0.00;13849390.45;1435472.26;1989724.98;1595670.94;417281.70;2792615.12;0.00;1.18;1.13;1.59;1.24;1.35
MARAÃ - AM;18367.0;0.00;0.00;0.00;5094454.92;0.00;0.00;0.00;1629272.15;1964.76;8485040.23;0.00;22187749.96;843001.75;0.00;4079416.60;330000.00;148521.99;285538.30;0.00;946828.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;366692.84;0.00;1.03;1.11;1.24;1.28;1.20
SUD MENNUCCI - SP;7702.0;0.00;0.00;0.00;3977499.08;0.00;0.00;0.00;1368180.35;0.00;9319231.93;0.00;8888781.60;444229.07;0.00;3092960.30;0.00;0.00;107103.78;229067.90;624442.23;0.00;0.00;0.00;0.00;0.00;432066.03;426116.09;647585.74;0.00;1.03;1.08;2.17;1.14;1.24
UNISTALDA - RS;2489.0;544223.73;0.00;0.00;2082745.28;0.00;0.00;0.00;395859.00;0.00;3113033.74;3500.00;3916642.34;85676.79;0.00;1373592.58;660.54;85092.21;455.76;0.00;597313.00;0.00;0.00;25.00;0.00;0.00;5017.04;15888.46;0.00;0.00;0.99;1.12;1.28;1.04;1.08
JUSSARA - GO;19402.0;1466359.52;0.00;0.00;7847742.78;0.00;351951.40;0.00;1756067.97;3207929.22;10986027.29;0.00;13050111.48;417646.76;0.00;1749757.39;0.00;45000.00;113089.61;0.00;83947.45;0.00;0.00;0.00;0.00;211057.43;1699661.87;0.00;0.00;0.00;1.12;1.07;1.11;1.15;1.18
SÃO FÉLIX DO CORIBE - BA;15548.0;996224.16;0.00;0.00;5987766.16;0.00;40949.60;0.00;232885.84;355898.40;7443561.32;170311.65;11021760.01;632032.13;760.00;1875002.82;92450.47;2876738.54;62113.07;0.00;982476.02;0.00;0.00;249.00;0.00;0.00;312362.15;240424.02;247385.10;0.00;1.20;1.27;1.29;1.08;1.15
ENVIRA - AM;18422.0;1209064.14;0.00;0.00;8607855.78;0.00;196441.29;0.00;522888.83;727958.98;5289675.23;0.00;12756535.51;604412.58;0.00;4795961.17;0.00;1413624.99;0.00;0.00;850687.95;0.00;0.00;0.00;0.00;0.00;901799.40;656018.21;850364.01;858774.73;1.35;1.33;1.39;1.03;1.07
IPIRANGA - PR;14895.0;1047613.86;0.00;0.00;4863854.56;0.00;0.00;0.00;1104789.40;0.00;8933219.12;0.00;10837004.43;161897.36;0.00;2963708.35;0.00;0.00;116954.30;0.00;373175.54;0.00;129222.82;28855.64;0.00;0.00;2759651.45;483323.34;0.00;0.00;1.05;1.07;1.17;1.10;1.12
MORRO REDONDO - RS;6509.0;704250.06;0.00;0.00;2649750.04;0.00;3244.65;0.00;398941.38;0.00;3595164.15;0.00;3653064.56;159850.25;0.00;1342504.31;248413.37;34183.07;67178.25;0.00;400531.43;0.00;0.00;10000.00;0.00;23289.65;963579.55;27107.69;451441.02;0.00;1.03;1.06;1.31;1.01;1.02
DONA FRANCISCA - RS;3397.0;421832.45;0.00;0.00;1889213.12;0.00;0.00;0.00;333862.54;858338.86;4754993.12;0.00;1981870.85;155181.69;0.00;312132.94;41103.50;91522.97;17949.71;0.00;1164815.59;0.00;0.00;367917.78;0.00;156911.19;424048.96;63274.92;0.00;663181.10;1.51;1.48;1.63;1.11;1.14
MARIPÁ - PR;5802.0;1077248.77;0.00;0.00;2833449.64;0.00;0.00;0.00;1061631.73;0.00;4145110.69;47466.34;5062409.21;432047.10;0.00;3297250.28;205000.00;0.00;10235.93;0.00;1263060.44;0.00;155273.23;774922.51;0.00;0.00;2591895.91;372916.55;470369.93;0.00;1.26;1.18;1.49;1.13;1.11
UNIÃO PAULISTA - SP;1733.0;517674.61;0.00;0.00;1843588.47;0.00;0.00;0.00;766781.67;497400.97;2953439.50;0.00;2084345.39;680.00;0.00;878310.15;134100.00;0.00;0.00;0.00;368530.06;0.00;0.00;0.00;0.00;0.00;543349.30;254956.52;10.00;598045.14;1.01;1.21;1.49;1.12;1.17
NOVA ESPERANÇA DO SUDOESTE - PR;5211.0;0.00;0.00;0.00;3234825.38;0.00;0.00;0.00;584281.99;0.00;4643100.09;0.00;3401458.54;104800.74;0.00;2121404.50;0.00;0.00;124519.12;0.00;918258.36;0.00;0.00;0.00;0.00;0.00;1623615.95;102184.42;174496.78;0.00;1.15;1.10;1.19;1.03;1.02
LENÇÓIS - BA;11340.0;905079.92;0.00;0.00;2885108.29;0.00;0.00;0.00;917436.82;0.00;5739654.68;0.00;8728770.33;822360.38;0.00;2345232.47;0.00;0.00;116866.58;0.00;119561.66;0.00;0.00;1300.00;0.00;7965.00;4773.50;439760.56;377206.00;0.00;0.98;1.01;1.10;1.00;1.00
ARAPOTI - PR;27362.0;0.00;427831.27;0.00;4908970.48;0.00;232033.90;0.00;2138087.77;400281.00;14152318.12;0.00;17963269.76;95434.56;0.00;6094521.13;146690.04;0.00;2385678.71;0.00;573577.10;0.00;115987.92;0.00;6374.91;0.00;1016591.20;408780.33;3518797.47;2112102.75;1.14;1.20;1.31;1.19;1.18
SÃO JOÃO DO TRIUNFO - PR;14583.0;0.00;0.00;0.00;4396820.64;0.00;0.00;0.00;1400817.73;0.00;7021737.71;0.00;8014032.94;485021.94;0.00;3504247.49;0.00;128460.00;13020.00;0.00;322642.72;0.00;0.00;0.00;0.00;0.00;1974284.45;384404.77;0.00;0.00;1.07;1.12;1.23;1.03;1.02
SÃO PEDRO - SP;33966.0;2113502.88;0.00;868645.53;3938553.54;39013.11;1959983.08;0.00;3398567.65;127068.55;18743302.41;134611.68;25543857.47;235941.62;0.00;14930165.59;0.00;12201385.06;2083835.66;0.00;246826.96;0.00;0.00;3362547.80;0.00;0.00;0.00;784967.29;1367755.33;0.00;1.52;1.49;1.63;1.27;1.26
ITAPÉ - BA;10448.0;782171.28;0.00;0.00;4248047.36;0.00;0.00;0.00;640173.68;0.00;4541128.21;0.00;7188073.43;200847.58;0.00;409924.86;69356.34;0.00;2100.00;0.00;514710.39;0.00;0.00;0.00;0.00;0.00;40158.90;2530.00;931518.79;0.00;1.06;1.02;1.12;1.04;1.05
IGUATEMI - MS;15534.0;1919164.55;494000.00;0.00;8269860.64;0.00;0.00;0.00;2049000.88;0.00;9803472.30;0.00;10746007.53;43252.00;0.00;3078212.10;0.00;0.00;281829.78;0.00;540657.55;0.00;0.00;0.00;0.00;466672.20;1097976.22;814298.86;738615.86;0.00;1.11;1.03;1.27;1.09;1.10
ELESBÃO VELOSO - PI;14462.0;747149.58;0.00;98893.80;1840157.37;0.00;0.00;0.00;1099808.62;0.00;6796709.78;0.00;8707061.62;81399.34;0.00;506868.57;6667.00;551922.56;0.00;0.00;720379.33;0.00;0.00;0.00;21780.00;0.00;66106.50;142769.02;357941.44;0.00;1.07;1.07;1.13;1.24;1.12
UBARANA - SP;5822.0;927974.55;0.00;0.00;2281938.86;0.00;0.00;0.00;900748.01;1109603.11;5122431.35;162914.52;6908011.53;504187.09;0.00;1077798.85;0.00;833789.81;242978.09;0.00;90767.44;0.00;0.00;45142.66;0.00;0.00;293953.90;185225.94;861165.59;0.00;1.05;1.21;1.50;1.08;1.08
COLORADO - RS;3546.0;592802.56;0.00;0.00;1815801.62;0.00;80901.15;0.00;451587.77;1142674.48;3986631.39;0.00;3038091.97;81937.00;0.00;462654.57;1415.50;8858.20;0.00;0.00;156347.16;0.00;0.00;36554.32;0.00;0.00;1581139.15;283042.97;1581867.50;0.00;1.36;1.39;1.60;1.03;1.02
LUCÉLIA - SP;21059.0;1461196.47;82626.04;0.00;4954208.45;0.00;0.00;0.00;2406017.02;0.00;13731125.86;0.00;15995913.10;492300.81;0.00;5570863.14;0.00;0.00;0.00;0.00;944100.58;0.00;0.00;0.00;0.00;0.00;287505.83;548939.27;697508.33;0.00;1.06;1.03;1.05;1.08;1.11
CAJAZEIRINHAS - PB;3148.0;521457.20;0.00;0.00;1534168.04;0.00;0.00;0.00;840696.70;97866.80;2708046.42;83708.40;4519712.74;125554.41;0.00;785011.35;0.00;0.00;0.00;0.00;451413.03;0.00;0.00;0.00;0.00;0.00;0.00;920.00;127560.10;0.00;0.99;1.15;1.27;1.16;1.19
RIO PARDO - RS;38899.0;2590402.66;0.00;0.00;6236787.33;0.00;1285616.66;0.00;1774828.27;0.00;33351585.72;0.00;17587149.35;0.00;0.00;3833567.46;0.00;2857412.61;527753.33;0.00;1428215.67;0.00;174166.20;658978.27;0.00;0.00;1879507.48;455512.98;7794436.39;0.00;1.47;1.31;1.45;1.20;1.28
SÃO MARCOS - RS;21117.0;970866.25;0.00;0.00;4990356.16;0.00;438523.54;0.00;1747223.41;2750564.97;12947344.04;0.00;12151493.88;1401209.37;0.00;3340793.49;0.00;0.00;1836439.54;0.00;585191.84;0.00;0.00;0.00;0.00;563329.59;2524642.07;311939.22;937874.02;2147950.76;1.09;1.09;1.29;1.12;1.13
BARÃO - RS;6035.0;441470.17;0.00;0.00;1771346.60;0.00;0.00;0.00;479100.11;1741875.74;4210754.12;0.00;6042227.83;139185.72;0.00;501024.34;0.00;303887.20;84111.23;0.00;1230071.16;0.00;0.00;30072.08;64000.00;174267.57;2855633.29;204704.03;530287.21;0.00;1.25;1.25;1.47;1.01;1.01
NATIVIDADE - RJ;15040.0;1913213.02;0.00;0.00;12318983.68;2157874.69;0.00;0.00;899372.15;4330410.68;17950392.99;0.00;11110008.15;0.00;0.00;11306204.75;0.00;0.00;230252.29;0.00;834098.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1493215.18;0.00;1.34;1.33;12.75;1.48;1.45
JUREMA - PE;15112.0;1034435.91;0.00;0.00;4876949.32;0.00;0.00;0.00;1055228.28;1618186.75;5813768.02;0.00;12733934.13;511894.00;0.00;204091.93;0.00;0.00;319907.42;15949.32;483605.21;0.00;0.00;28800.00;0.00;0.00;152361.03;2148.00;312236.19;0.00;1.07;1.07;1.11;1.09;1.44
